left_brow_eye_dist_mean,left_brow_eye_dist_std,right_brow_eye_dist_mean,right_brow_eye_dist_std,brow_eye_avg_mean,brow_eye_avg_std,brow_furrow_mean,brow_furrow_std,left_eye_openness_mean,left_eye_openness_std,right_eye_openness_mean,right_eye_openness_std,avg_eye_openness_mean,avg_eye_openness_std,mouth_width_mean,mouth_width_std,mouth_height_mean,mouth_height_std,mouth_aspect_ratio_mean,mouth_aspect_ratio_std,nose_width_mean,nose_width_std,subject_id,sample_name,class_name,label
0.1648941962754042,0.000624880277884219,0.16309683239846198,0.0008796850562397025,0.16399551433693307,0.00042296441297177793,0.5383314692433031,0.001225984503409514,0.04297507828746938,0.0008868282886042314,0.04847712170081784,0.0006707570914855559,0.04572609999414362,0.0005515952002255846,0.34588169098770544,0.0016044226305914058,0.13241902112987247,0.001735988207627523,0.0011132302827226688,1.6879769214905163e-05,0.24983263144915227,0.0009337821715490619,1,071309_w_21-PA2-004,PA2,0
0.16923148239392813,0.0008878320464186759,0.166606487842848,0.000705610717489527,0.16791898511838807,0.0006062676856229392,0.5355040923532656,0.0014611868162746897,0.03853987270606626,0.0009756667366691619,0.049667734165700334,0.0006084639511477712,0.04410380343588329,0.0006191401428161237,0.3407906053286284,0.0017422439340231053,0.1345469845627891,0.0005980614152453887,0.0011502187671684355,7.455533546267019e-06,0.24988355056553124,0.0011002121818935806,1,071309_w_21-PA2-005,PA2,0
0.16832852589199257,0.0012085880567952085,0.1635056900880932,0.0008624371214805338,0.1659171079900429,0.000656097374540132,0.5355079411880475,0.001230636102157407,0.04206342727557843,0.0010366102217519693,0.050908616923283335,0.0017353271082074964,0.04648602209943089,0.0009743224146278508,0.33792754991900004,0.0014399620532665749,0.13243639722915337,0.0010254455128278508,0.0011483950267708318,7.009686114406737e-06,0.24988860258332588,0.0016088674245480856,1,071309_w_21-PA2-013,PA2,0
0.1721499404838167,0.0005830220647022248,0.1696216333198177,0.0008105757184374079,0.1708857869018172,0.0005785359730040398,0.5374705837119528,0.0011131078249816777,0.03688258568127464,0.001266261934965677,0.05058044861394843,0.0010343618255693793,0.04373151714761153,0.0007273179606433821,0.3368513775155772,0.0015568567246333374,0.1347440217267419,0.000664336572429529,0.0011730568979245275,8.28037592351764e-06,0.24945631599502985,0.000968260690618165,1,071309_w_21-PA2-014,PA2,0
0.16537814550734312,0.0007349643424567391,0.16446782883999767,0.0006162677635941132,0.1649229871736704,0.0004955293547632509,0.5367925182567858,0.0019427257036718978,0.040525750936856376,0.0009003019990077084,0.050563592439282316,0.00049492463641744,0.04554467168806934,0.0004368768249005385,0.33762920971183225,0.00227798005247851,0.13331492163737602,0.0017042978015324325,0.0011534849378749274,1.682812157427648e-05,0.24522740040777316,0.0012688293232051054,1,071309_w_21-PA2-016,PA2,0
0.15925362618377667,0.000982935309471903,0.15766185045008752,0.0011303432188495223,0.1584577383169321,0.0008144788510750148,0.5376560773825393,0.0020828514363634455,0.04067343419543009,0.002113563156657428,0.04921032189550582,0.0013465556248594135,0.04494187804546795,0.0014499511017383787,0.3318243009764335,0.0020480380023390793,0.12867688671216468,0.0012304162235959822,0.0011297304861552825,1.696535830331463e-05,0.24873606983910776,0.0009931037276459328,1,071309_w_21-PA2-019,PA2,0
0.15920382061885366,0.00183173124747759,0.1565799911838517,0.0021416434236730245,0.15789190590135269,0.001920104077215087,0.5304490683173962,0.005655346654546004,0.04444521376084665,0.0038734406973519966,0.049577715381011224,0.001224250955846884,0.04701146457092894,0.0023363190061952434,0.33692602125880794,0.0010200355944478615,0.1287285266001114,0.0018269798005262673,0.0011107273172473434,1.6522168902343357e-05,0.24725206294346935,0.0013607645227592783,1,071309_w_21-PA2-032,PA2,0
0.1597938251077939,0.0007528120832008496,0.15671964275416042,0.0011850085110085404,0.15825673393097717,0.0008960327819567028,0.5283691802713311,0.001565816972746837,0.040622205188454934,0.0012533382087611576,0.050098831689551225,0.0008050707793468814,0.04536051843900308,0.000827858808022361,0.33945061645011304,0.00151778751707179,0.1297695881040664,0.0007643822066807462,0.0011096429420247066,7.801759638174323e-06,0.25180755752286044,0.0010183352653527111,1,071309_w_21-PA2-034,PA2,0
0.16305342806713533,0.004547166816013057,0.15880092607980414,0.003486046687533463,0.16092717707346973,0.003963029740942588,0.52972342575696,0.003971107120785971,0.0407464911260658,0.0023984841896568083,0.04739310344046238,0.0016352395956529854,0.04406979728326408,0.001957069082078069,0.3351173542850203,0.002184924894701174,0.1316327558901401,0.0015506996758568746,0.0011459625773335021,1.9869672026653322e-05,0.24757152601978713,0.0020826718991257855,1,071309_w_21-PA2-035,PA2,0
0.16189250710187472,0.0013291163401965725,0.1606361449909562,0.0017225616184475684,0.16126432604641544,0.001416365787508401,0.529169747281582,0.003163998469536594,0.04002351588912393,0.0014284506156816178,0.04815470269983931,0.001088301895614533,0.04408910929448162,0.0006778320215195931,0.3393231621525357,0.0020100447725864045,0.1356892863283753,0.0012098241222702267,0.0011691011456691042,1.5703343802435094e-05,0.249169245532334,0.0012573092713463769,1,071309_w_21-PA2-038,PA2,0
0.15963205069892492,0.0014847830898149623,0.15622597944587854,0.0017012338002569355,0.15792901507240176,0.0008939619678385274,0.5240560661040717,0.003379991541975966,0.04184591526534157,0.0018354704718679434,0.050194445924870636,0.0012184720807903277,0.046020180595106104,0.000994900522969272,0.3319700713777989,0.001990923812439978,0.13562136417995863,0.0007475102233092429,0.0011842134417581196,1.1245673340091796e-05,0.24757555173143517,0.0011478075029281239,1,071309_w_21-PA2-040,PA2,0
0.1650764895131507,0.00100616128406068,0.16111519245280773,0.0004875858541666312,0.16309584098297922,0.0006015459613047788,0.5304768957201946,0.0015971024422223765,0.03934711637562743,0.0007523343090091293,0.0485061725453779,0.0005679978923134302,0.04392664446050267,0.0005114226956424389,0.34300194367807335,0.0016590055930689506,0.13777723021450386,0.0008962908462221981,0.0011820158921061676,9.06824267267674e-06,0.250110890163086,0.0008079211171852915,1,071309_w_21-PA2-044,PA2,0
0.1604616574221871,0.001280688786131782,0.16031712798656864,0.0008740080628907747,0.16038939270437788,0.0009955271052553556,0.5318396689836417,0.00277799336694201,0.03876825123644381,0.0006321078483962371,0.046437223462051834,0.0008198753449632483,0.04260273734924782,0.0005893857518276674,0.33250125900513633,0.0017932438626756338,0.13886956626276115,0.0007491809208479786,0.0012263859237588463,1.1300578154774991e-05,0.24453212033483604,0.0008185382973211752,1,071309_w_21-PA2-050,PA2,0
0.1585338913806941,0.001095898929542471,0.15946348158123447,0.0009200681815789988,0.1589986864809643,0.0009053543112620056,0.5267942870025593,0.00317956635288925,0.03877000571136193,0.0010737112498366884,0.047096546705275875,0.0010346405950209371,0.0429332762083189,0.0007132008112122962,0.3278151343180799,0.0015817594512199389,0.1352225277892633,0.0022537722920265126,0.001211911375260887,2.367711223911315e-05,0.24490892424294533,0.0014859924650506438,1,071309_w_21-PA2-051,PA2,0
0.1641918917868823,0.004380009892250499,0.16162823065382756,0.006094792579257807,0.16291006122035492,0.005167759429908486,0.530360365589407,0.006848630808303038,0.03527624561127376,0.005188460441307567,0.04671184607226695,0.00708456471608185,0.04099404584177035,0.00601541774803036,0.32595690576205955,0.002169804957128079,0.134349195982049,0.0018964163378186855,0.001214460568295412,2.004296445765393e-05,0.25112090067344917,0.001281395576366766,1,071309_w_21-PA2-056,PA2,0
0.16432967557336817,0.0026848223747846876,0.1588981031194301,0.0017549620998644864,0.16161388934639911,0.0009755210788966302,0.531610404589775,0.0033110289234816377,0.03974919912053324,0.0023982566083082177,0.04969870193232778,0.001533335551124247,0.044723950526430516,0.0018474029050952055,0.3227258015275774,0.0037507844489796647,0.13397839844325599,0.0008276774508354632,0.0012216307277779443,2.29568935267556e-05,0.25051787344701326,0.0011021366545065844,1,071309_w_21-PA2-057,PA2,0
0.16435386673259322,0.003727182974932194,0.15980777901427348,0.002235250124393946,0.16208082287343337,0.001997701943563119,0.5301226451889677,0.004308954181124404,0.03816898599727664,0.002409615053755883,0.046441760318188925,0.0017852005622539927,0.042305373157732785,0.0018799641478356613,0.3239591198541773,0.003462275355547109,0.13738462910069402,0.0016878492798521293,0.0012501584112691161,2.005175271269614e-05,0.24720138515822984,0.0023553720306313604,1,071309_w_21-PA2-059,PA2,0
0.161820901637448,0.00186721192778334,0.15800731061266107,0.0010810024590407136,0.15991410612505452,0.0008554731395249796,0.5270869442625515,0.0020989366300738005,0.042644126808359634,0.0010181999190187999,0.051197425675654405,0.0011140369640949403,0.046920776242007016,0.0008991137373555188,0.3455551455454538,0.0030173270943507596,0.1244968725773619,0.001141387269664821,0.0010517424902508445,1.3469217367009999e-05,0.2530489437897241,0.00278836538839567,1,071309_w_21-PA2-064,PA2,0
0.16211120220697792,0.0021665707070637652,0.1621492958604983,0.0018197403620851308,0.16213024903373816,0.0011322819604622858,0.5284802480832688,0.002418425781871221,0.041565402184145006,0.0017583183300314076,0.053491726732074064,0.001467524440809798,0.047528564458109525,0.0006677432236602504,0.3334832855309325,0.0017251333965598002,0.1341891653783103,0.0010028644298771064,0.001178174495875231,1.1520683308089894e-05,0.24729156740108205,0.0013642738287859123,1,071309_w_21-PA2-071,PA2,0
0.16783572861169346,0.001373562245856824,0.1626855755822716,0.0010262325949661,0.1652606520969825,0.0008342943294627885,0.5244273845925371,0.0020042948458764845,0.03791606582252159,0.001393763091623683,0.04823427415202064,0.0007985710120975686,0.043075169987271116,0.0007334619711421913,0.3296584117101116,0.0024704480175706594,0.13247750200045968,0.0010491470061673679,0.0011839782553079066,1.216111972976044e-05,0.2432203764628121,0.0009123887442518638,1,071309_w_21-PA2-080,PA2,0
0.17115144225887804,0.0016599524122043131,0.166362001399581,0.001150556765222629,0.1687567218292295,0.0013416699653265476,0.5397417410036575,0.001848479038392998,0.03875300536500779,0.0017366376132408252,0.049955304200363586,0.0014332864695941702,0.044354154782685694,0.0012378879378314844,0.33916008397483877,0.0020119845025762164,0.1385870475812263,0.0009601855928218877,0.0011956291640265113,9.181138007263446e-06,0.24985205579271852,0.0007777777362808789,1,071309_w_21-PA3-006,PA3,1
0.1726085569594582,0.0021362413021497285,0.16660464733553254,0.0017754267666441116,0.16960660214749537,0.001881568360667281,0.5390288965285909,0.0014384966945754497,0.04128935613072512,0.0013198536021520647,0.05075705994400775,0.00103725306008693,0.04602320803736643,0.0004513130111395017,0.33647270694502923,0.0037815753652828852,0.13959056279833282,0.0012188894223626224,0.0012136673121380444,1.9870683875599146e-05,0.24884978620486328,0.0021273277002337005,1,071309_w_21-PA3-008,PA3,1
0.17007097641035596,0.0026885535033698903,0.1672932897738446,0.0021823044203649056,0.16868213309210026,0.002218627001430365,0.5342875071896517,0.0013945120893915656,0.03653176199077011,0.0014076186547719819,0.05110379478718991,0.0018479418761215608,0.04381777838898001,0.0012875038557835596,0.3331203179201205,0.005396736370220506,0.13473845014100772,0.0023154774010603666,0.001181456199096719,3.590388148160095e-05,0.2474782418345661,0.0015228912123347116,1,071309_w_21-PA3-009,PA3,1
0.1678914295730387,0.004299658936459586,0.1625610786006441,0.0033770657497473665,0.1652262540868414,0.0037478085078349105,0.5315393872254691,0.004829325312264543,0.03536497383340873,0.0013620273789976525,0.045968303192726705,0.001559790426449843,0.04066663851306771,0.00112684400056057,0.3507016154768043,0.01538664573036573,0.12411653760867485,0.012094038141902724,0.0010419414992711678,0.0001417874140752775,0.25251779104170946,0.0032688455583318875,1,071309_w_21-PA3-011,PA3,1
