subject_id,sample_name,class_name,label,bio_0,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19,bio_20,bio_21,bio_22,bio_23,bio_24,bio_25,bio_26,bio_27,bio_28,bio_29,bio_30,bio_31,bio_32,bio_33,bio_34,lm_0,lm_1,lm_2,lm_3,lm_4,lm_5,lm_6,lm_7,lm_8,lm_9,lm_10,lm_11,lm_12,lm_13,lm_14,lm_15,lm_16,lm_17,lm_18,lm_19,lm_20,lm_21
1,071309_w_21-PA2-004,PA2,0,11.40541238991477,0.4218821992634108,0.0004448211495521,1.8734382970845165,264.8578207685567,1631.821,0.4309870948020332,1.278059604435857,0.0,0.0,0.0,0.0,0.0,2.7379735817082698,1.7619744479337165,3.5527136788004385e-14,3.5527136788004385e-14,-0.8031793715392712,1.353169373091868,0.2399394479355658,0.0868913025669362,-0.034632989677746,0.0147963026078657,0.0,-9.996448114224197e-11,0.0,-9.996448114224197e-11,21.36733636530857,0.9999976797502946,0.0,25.925849228195496,25.962607858917742,676.7578125,0.0,0.2924253473150518,0.1648941962754042,0.0006248802778842,0.1630968323984619,0.0008796850562397,0.163995514336933,0.0004229644129717,0.5383314692433031,0.0012259845034095,0.0429750782874693,0.0008868282886042,0.0484771217008178,0.0006707570914855,0.0457260999941436,0.0005515952002255,0.3458816909877054,0.0016044226305914,0.1324190211298724,0.0017359882076275,0.0011132302827226,1.6879769214905163e-05,0.2498326314491522,0.000933782171549
1,071309_w_21-PA2-005,PA2,0,10.241799612926137,0.0974728112766166,3.4632808119000547e-05,-0.4589296516335214,244.7960118100043,1622.889,0.4386504194061855,1.3469276482570685,0.0,0.0,0.0,0.0,0.0,2.759864313093522,1.6111947327208966,3.5527136788004385e-14,3.5527136788004385e-14,-0.3405729181441357,1.4035296718999644,0.0173127893872139,0.0820778059022935,0.0066858383415539,0.0128486690895621,0.0,-9.996448114224197e-11,0.0,-9.996448114224197e-11,-4.700265528460526,0.9999977202855028,0.0,29.009002340598943,25.11620534951198,730.1432291666666,0.0,0.3530121069187984,0.1692314823939281,0.0008878320464186,0.166606487842848,0.0007056107174895,0.167918985118388,0.0006062676856229,0.5355040923532656,0.0014611868162746,0.0385398727060662,0.0009756667366691,0.0496677341657003,0.0006084639511477,0.0441038034358832,0.0006191401428161,0.3407906053286284,0.0017422439340231,0.1345469845627891,0.0005980614152453,0.0011502187671684,7.455533546267019e-06,0.2498835505655312,0.0011002121818935
1,071309_w_21-PA2-013,PA2,0,10.386558497869318,0.2614259431682622,0.0002644252167708,-0.5001312748579572,255.75585628174576,1592.582,0.2509971533289448,0.6689937567104587,0.0,0.0,0.0,0.0,0.0,2.593547074084279,1.7114654968372178,3.5527136788004385e-14,3.5527136788004385e-14,-0.7963207505198133,1.4356361483654918,-0.1849327166529139,0.0558425103618225,0.0219889581684679,0.0152938367128091,0.0,-9.996448114224197e-11,0.0,-9.996448114224197e-11,-5.19464274292613,0.9999960159069432,33.33333333333333,45.545936954319814,32.83729222114191,740.8854166666666,0.0,0.5624053351123832,0.1683285258919925,0.0012085880567952,0.1635056900880932,0.0008624371214805,0.1659171079900429,0.0006560973745401,0.5355079411880475,0.0012306361021574,0.0420634272755784,0.0010366102217519,0.0509086169232833,0.0017353271082074,0.0464860220994308,0.0009743224146278,0.337927549919,0.0014399620532665,0.1324363972291533,0.0010254455128278,0.0011483950267708,7.009686114406737e-06,0.2498886025833258,0.001608867424548
1,071309_w_21-PA2-014,PA2,0,9.823943118963069,0.1022755620198746,0.0001033637979257,-7.252380808522728,245.9114846331508,1557.974,0.3139700017187103,0.9276394870307132,0.0,0.0,0.0,0.0,0.0,2.0513628316238295,1.6615660261208118,3.5527136788004385e-14,3.5527136788004385e-14,-0.8100447233258061,1.1902772434247857,0.1357410633786291,0.0666588590593616,-0.0420655833856202,0.0186649740833398,0.0,-9.996448114224197e-11,0.0,-9.996448114224197e-11,-71.24697653998666,0.9999968149924848,16.666666666666664,35.95023551513606,24.164084811795927,723.9583333333334,0.0,0.4337745384732376,0.1721499404838167,0.0005830220647022,0.1696216333198177,0.0008105757184374,0.1708857869018172,0.000578535973004,0.5374705837119528,0.0011131078249816,0.0368825856812746,0.0012662619349656,0.0505804486139484,0.0010343618255693,0.0437315171476115,0.0007273179606433,0.3368513775155772,0.0015568567246333,0.1347440217267419,0.0006643365724295,0.0011730568979245,8.28037592351764e-06,0.2494563159950298,0.0009682606906181
1,071309_w_21-PA2-016,PA2,0,9.78012769637784,0.0503121190566937,-4.876943477872964e-07,2.244118536967331,252.38421529068847,1559.946,0.4949056348233938,1.451163361004452,0.0,0.0,0.0,0.0,0.0,1.9832087267414256,1.764877149007364,3.5527136788004385e-14,3.5527136788004385e-14,-0.0173862752654342,0.8969848976321588,-0.1291726785986006,0.0525820660392636,-0.0275917814410295,0.01088180778181,0.0,-9.996448114224197e-11,0.0,-9.996448114224197e-11,21.947765857349108,0.9999979794168644,14.285714285714285,34.00719121541765,28.40277531429482,693.0803571428571,0.0,0.3928285999125417,0.1653781455073431,0.0007349643424567,0.1644678288399976,0.0006162677635941,0.1649229871736704,0.0004955293547632,0.5367925182567858,0.0019427257036718,0.0405257509368563,0.0009003019990077,0.0505635924392823,0.0004949246364174,0.0455446716880693,0.0004368768249005,0.3376292097118322,0.0022779800524785,0.133314921637376,0.0017042978015324,0.0011534849378749,1.682812157427648e-05,0.2452274004077731,0.0012688293232051
1,071309_w_21-PA2-019,PA2,0,10.689336392045456,0.043784764249423,-7.301618207462183e-06,-1.1137422387784075,250.20270071274317,1555.642,4.028051142283795,7.712975921126875,0.0,0.0,0.0,0.0,0.0,2.9034627425160324,1.7935421336563784,3.5527136788004385e-14,3.5527136788004385e-14,0.123524402383383,1.3737774412262498,-0.0601007457527127,0.0757443038472377,-0.0138546028722259,0.0059123702149371,0.0,-9.996448114224197e-11,0.0,-9.996448114224197e-11,-11.905165444332212,0.9999997517410488,0.0,23.29055497775601,25.11620534951198,689.1276041666666,0.0,0.267502736508001,0.1592536261837766,0.0009829353094719,0.1576618504500875,0.0011303432188495,0.1584577383169321,0.000814478851075,0.5376560773825393,0.0020828514363634,0.04067343419543,0.0021135631566574,0.0492103218955058,0.0013465556248594,0.0449418780454679,0.0014499511017383,0.3318243009764335,0.002048038002339,0.1286768867121646,0.0012304162235959,0.0011297304861552,1.696535830331463e-05,0.2487360698391077,0.0009931037276459
1,071309_w_21-PA2-032,PA2,0,10.234308604403408,0.039761642974028,-3.70758349238676e-05,-5.831708265021304,244.01760386259213,1575.845,0.173273037734105,0.5695450134693778,0.0,0.0,0.0,0.0,0.0,2.8170415762652112,1.6579314686957165,3.5527136788004385e-14,3.5527136788004385e-14,0.7439289600212969,1.351478055623085,0.1986450376540891,0.090007824465666,0.0228820653785135,0.0172514507759594,0.0,-9.996448114224197e-11,0.0,-9.996448114224197e-11,-59.683502075078,0.9999942287949593,16.666666666666664,29.62060720332637,22.589363372284403,728.1901041666666,0.0,0.3594905468785549,0.1592038206188536,0.0018317312474775,0.1565799911838517,0.002141643423673,0.1578919059013526,0.001920104077215,0.5304490683173962,0.005655346654546,0.0444452137608466,0.0038734406973519,0.0495777153810112,0.0012242509558468,0.0470114645709289,0.0023363190061952,0.3369260212588079,0.0010200355944478,0.1287285266001114,0.0018269798005262,0.0011107273172473,1.6522168902343357e-05,0.2472520629434693,0.0013607645227592
1,071309_w_21-PA2-034,PA2,0,10.453854936079546,0.044882361234631,-5.163638758211129e-05,-3.3994674567183973,251.12172188400297,1534.755,0.3131824596531495,1.1773161371858245,0.0,0.0,0.0,0.0,0.0,2.6628834886169246,1.7237246453677215,3.5527136788004385e-14,3.5527136788004385e-14,0.9330453281515186,1.4698083637163697,-0.0647235470301688,0.0618359365261419,0.0275451547307668,0.0107496201821306,0.0,-9.996448114224197e-11,0.0,-9.996448114224197e-11,-35.5375396524574,0.9999968069833538,0.0,30.93098889817055,25.525483207350845,687.5,0.0,0.3544175775793526,0.1597938251077939,0.0007528120832008,0.1567196427541604,0.0011850085110085,0.1582567339309771,0.0008960327819567,0.5283691802713311,0.0015658169727468,0.0406222051884549,0.0012533382087611,0.0500988316895512,0.0008050707793468,0.045360518439003,0.0008278588080223,0.339450616450113,0.0015177875170717,0.1297695881040664,0.0007643822066807,0.0011096429420247,7.801759638174323e-06,0.2518075575228604,0.0010183352653527
1,071309_w_21-PA2-035,PA2,0,10.235349659090907,0.0139421055052926,-1.6110828557287582e-05,9.00889702262074,250.33336816966784,1523.198,0.1993115887817406,0.5764518702419338,0.0,0.0,0.0,0.0,0.0,2.8464928158531446,1.6832593060740786,3.5527136788004385e-14,3.5527136788004385e-14,0.9201425852629842,1.3811519549368902,-0.0390749745782975,0.0507208506292242,-0.0736476697972855,0.0128406644912498,0.0,-9.996448114224197e-11,0.0,-9.996448114224197e-11,92.20921106926627,0.9999949827554492,0.0,18.356604400874588,17.021613905172327,686.6629464285714,0.0,0.2100799989738446,0.1630534280671353,0.004547166816013,0.1588009260798041,0.0034860466875334,0.1609271770734697,0.0039630297409425,0.52972342575696,0.0039711071207859,0.0407464911260658,0.0023984841896568,0.0473931034404623,0.0016352395956529,0.044069797283264,0.001957069082078,0.3351173542850203,0.0021849248947011,0.1316327558901401,0.0015506996758568,0.0011459625773335,1.986967202665332e-05,0.2475715260197871,0.0020826718991257
1,071309_w_21-PA2-038,PA2,0,10.343456750710228,0.0179425713053009,-1.3563745638704957e-05,-9.009999838920454,246.6934310099116,1522.166,0.1358194753738518,0.4708953788095065,0.0,0.0,0.0,0.0,0.0,2.7063922414236363,1.6323625830924904,3.5527136788004385e-14,3.5527136788004385e-14,0.5820811149540868,1.2390462689804982,-0.0302626605030957,0.0507069373084669,-0.0270732360992175,0.0131756226156666,0.0,-9.996448114224197e-11,0.0,-9.996448114224197e-11,-93.19454365777985,0.9999926373398615,0.0,24.498551721649452,20.78823476200154,704.2410714285714,0.0,0.2875481022483008,0.1618925071018747,0.0013291163401965,0.1606361449909562,0.0017225616184475,0.1612643260464154,0.0014163657875084,0.529169747281582,0.0031639984695365,0.0400235158891239,0.0014284506156816,0.0481547026998393,0.0010883018956145,0.0440891092944816,0.0006778320215195,0.3393231621525357,0.0020100447725864,0.1356892863283753,0.0012098241222702,0.0011691011456691,1.5703343802435094e-05,0.249169245532334,0.0012573092713463
