gsr_mean,gsr_std,gsr_slope,ecg_mean,ecg_std,ecg_max,emg_trap_mean,emg_trap_std,emg_corr_mean,emg_corr_std,emg_corr_max,emg_zyg_mean,emg_zyg_std,gsr_shannon,ecg_shannon,emg_corr_shannon,emg_zyg_shannon,gsr_sim_corr,gsr_sim_mi,ecg_sim_corr,ecg_sim_mi,emg_trap_sim_corr,emg_trap_sim_mi,emg_corr_sim_corr,emg_corr_sim_mi,emg_zyg_sim_corr,emg_zyg_sim_mi,gsr_x_ecg,emg_asymmetry,hrv_pnn50,hrv_rmssd,hrv_sdnn,hrv_meannn,hrv_lf_hf_ratio,parasympathetic_tone,subject_id,sample_name,class_name,label
11.40541238991477,0.42188219926341086,0.0004448211495521855,1.8734382970845163,264.8578207685567,1631.821,0.43098709480203323,1.278059604435857,0.0,0.0,0,0.0,0.0,2.7379735817082698,1.7619744479337163,3.552713678800438e-14,3.552713678800438e-14,-0.8031793715392712,1.353169373091868,0.23993944793556585,0.08689130256693624,-0.03463298967774601,0.014796302607865778,0.0,-9.996448114224198e-11,0.0,-9.996448114224198e-11,21.36733636530857,0.9999976797502946,0.0,25.925849228195496,25.962607858917746,676.7578125,,0.2924253473150518,1,071309_w_21-PA2-004,PA2,0
10.241799612926137,0.09747281127661668,3.4632808119000547e-05,-0.4589296516335214,244.7960118100043,1622.889,0.4386504194061855,1.3469276482570685,0.0,0.0,0,0.0,0.0,2.759864313093522,1.6111947327208966,3.552713678800438e-14,3.552713678800438e-14,-0.3405729181441357,1.4035296718999644,0.017312789387213944,0.08207780590229352,0.006685838341553917,0.01284866908956214,0.0,-9.996448114224198e-11,0.0,-9.996448114224198e-11,-4.700265528460526,0.9999977202855029,0.0,29.009002340598943,25.11620534951198,730.1432291666666,,0.3530121069187984,1,071309_w_21-PA2-005,PA2,0
10.386558497869318,0.26142594316826223,0.000264425216770887,-0.5001312748579572,255.75585628174574,1592.582,0.2509971533289448,0.6689937567104587,0.0,0.0,0,0.0,0.0,2.593547074084279,1.7114654968372178,3.552713678800438e-14,3.552713678800438e-14,-0.7963207505198133,1.4356361483654918,-0.18493271665291394,0.05584251036182255,0.02198895816846794,0.015293836712809157,0.0,-9.996448114224198e-11,0.0,-9.996448114224198e-11,-5.19464274292613,0.9999960159069431,33.33333333333333,45.545936954319814,32.83729222114191,740.8854166666666,,0.5624053351123832,1,071309_w_21-PA2-013,PA2,0
9.823943118963069,0.10227556201987466,0.00010336379792574767,-7.2523808085227275,245.91148463315082,1557.974,0.3139700017187103,0.9276394870307131,0.0,0.0,0,0.0,0.0,2.0513628316238295,1.6615660261208118,3.552713678800438e-14,3.552713678800438e-14,-0.8100447233258061,1.1902772434247857,0.13574106337862912,0.06665885905936168,-0.042065583385620296,0.01866497408333983,0.0,-9.996448114224198e-11,0.0,-9.996448114224198e-11,-71.24697653998666,0.9999968149924849,16.666666666666664,35.95023551513606,24.164084811795927,723.9583333333334,,0.4337745384732376,1,071309_w_21-PA2-014,PA2,0
9.78012769637784,0.050312119056693784,-4.876943477872964e-07,2.244118536967331,252.38421529068847,1559.946,0.4949056348233938,1.451163361004452,0.0,0.0,0,0.0,0.0,1.9832087267414258,1.764877149007364,3.552713678800438e-14,3.552713678800438e-14,-0.01738627526543428,0.8969848976321588,-0.12917267859860065,0.05258206603926368,-0.027591781441029566,0.010881807781810016,0.0,-9.996448114224198e-11,0.0,-9.996448114224198e-11,21.947765857349108,0.9999979794168645,14.285714285714285,34.00719121541765,28.40277531429482,693.0803571428571,,0.3928285999125417,1,071309_w_21-PA2-016,PA2,0
10.689336392045455,0.043784764249423,-7.301618207462183e-06,-1.1137422387784077,250.20270071274317,1555.642,4.028051142283795,7.7129759211268745,0.0,0.0,0,0.0,0.0,2.9034627425160324,1.7935421336563784,3.552713678800438e-14,3.552713678800438e-14,0.12352440238338303,1.3737774412262498,-0.060100745752712716,0.07574430384723779,-0.013854602872225993,0.005912370214937187,0.0,-9.996448114224198e-11,0.0,-9.996448114224198e-11,-11.905165444332212,0.9999997517410488,0.0,23.290554977756006,25.11620534951198,689.1276041666666,,0.26750273650800105,1,071309_w_21-PA2-019,PA2,0
10.234308604403408,0.03976164297402803,-3.70758349238676e-05,-5.831708265021304,244.01760386259213,1575.845,0.17327303773410505,0.5695450134693778,0.0,0.0,0,0.0,0.0,2.8170415762652112,1.6579314686957163,3.552713678800438e-14,3.552713678800438e-14,0.7439289600212969,1.351478055623085,0.19864503765408914,0.09000782446566609,0.022882065378513505,0.017251450775959427,0.0,-9.996448114224198e-11,0.0,-9.996448114224198e-11,-59.683502075078,0.9999942287949593,16.666666666666664,29.62060720332637,22.589363372284403,728.1901041666666,,0.3594905468785549,1,071309_w_21-PA2-032,PA2,0
10.453854936079546,0.044882361234631074,-5.163638758211129e-05,-3.3994674567183973,251.12172188400297,1534.755,0.31318245965314956,1.1773161371858245,0.0,0.0,0,0.0,0.0,2.6628834886169246,1.7237246453677215,3.552713678800438e-14,3.552713678800438e-14,0.9330453281515186,1.4698083637163695,-0.06472354703016883,0.06183593652614199,0.027545154730766862,0.010749620182130635,0.0,-9.996448114224198e-11,0.0,-9.996448114224198e-11,-35.5375396524574,0.9999968069833538,0.0,30.930988898170554,25.525483207350845,687.5,,0.35441757757935266,1,071309_w_21-PA2-034,PA2,0
10.235349659090907,0.013942105505292676,-1.6110828557287582e-05,9.00889702262074,250.33336816966786,1523.198,0.19931158878174068,0.5764518702419338,0.0,0.0,0,0.0,0.0,2.8464928158531446,1.6832593060740786,3.552713678800438e-14,3.552713678800438e-14,0.9201425852629842,1.3811519549368902,-0.03907497457829759,0.05072085062922424,-0.0736476697972855,0.012840664491249812,0.0,-9.996448114224198e-11,0.0,-9.996448114224198e-11,92.20921106926629,0.9999949827554491,0.0,18.356604400874588,17.021613905172327,686.6629464285714,,0.21007999897384466,1,071309_w_21-PA2-035,PA2,0
10.343456750710228,0.017942571305300963,-1.3563745638704957e-05,-9.009999838920454,246.69343100991162,1522.166,0.13581947537385186,0.4708953788095065,0.0,0.0,0,0.0,0.0,2.7063922414236363,1.6323625830924904,3.552713678800438e-14,3.552713678800438e-14,0.5820811149540868,1.2390462689804982,-0.03026266050309577,0.05070693730846699,-0.02707323609921758,0.013175622615666674,0.0,-9.996448114224198e-11,0.0,-9.996448114224198e-11,-93.19454365777983,0.9999926373398617,0.0,24.498551721649452,20.78823476200154,704.2410714285714,,0.28754810224830085,1,071309_w_21-PA2-038,PA2,0
